station_name,station_lat,station_lon,munro_name,munro_lat,munro_lon,distance_km
Spean Bridge,56.8898718,-4.9216232,Sgurr a'Bhuic,56.7883126,-4.9416634,11.38
Spean Bridge,56.8898718,-4.9216232,Unnamed,56.7433080,-5.0579172,18.32
Spean Bridge,56.8898718,-4.9216232,Stob Coire Bhealaich,56.7948516,-4.9454127,10.68
Spean Bridge,56.8898718,-4.9216232,Mullach nan Coirean,56.7498534,-5.0724176,18.11
Spean Bridge,56.8898718,-4.9216232,Binnein Beag,56.7669772,-4.9110831,13.7
Spean Bridge,56.8898718,-4.9216232,An Cearcallach,56.9327853,-4.5940402,20.52
Spean Bridge,56.8898718,-4.9216232,Gulvain South Top,56.9258869,-5.2934589,23.01
Spean Bridge,56.8898718,-4.9216232,Sgorr Bhan,56.6559849,-5.1619973,29.91
Spean Bridge,56.8898718,-4.9216232,Stob a' Ghlais Choire,56.6235889,-4.8711062,29.81
Spean Bridge,56.8898718,-4.9216232,Creag Coire na Fiar Bhealaich,57.0952941,-5.2252782,29.39
Spean Bridge,56.8898718,-4.9216232,Unnamed,56.8780108,-4.4856487,26.61
Spean Bridge,56.8898718,-4.9216232,Sron Coire A'Chriochairein,56.9743632,-4.5550303,24.22
Spean Bridge,56.8898718,-4.9216232,Na Gruagaichean North West Top,56.7457529,-4.9432775,16.1
Spean Bridge,56.8898718,-4.9216232,Sron Bealach Beithe,56.8041212,-4.4593247,29.78
Spean Bridge,56.8898718,-4.9216232,Point 1048,56.7947726,-4.9388104,10.64
Spean Bridge,56.8898718,-4.9216232,Tom Na Sroine,56.8274944,-4.9387153,7.02
Spean Bridge,56.8898718,-4.9216232,Stob an Chul Choire,56.8146941,-4.9453185,8.5
Spean Bridge,56.8898718,-4.9216232,Stob a'Choire Leith,56.8216634,-4.8579930,8.53
Spean Bridge,56.8898718,-4.9216232,Stob Coire na Ceannain,56.8303463,-4.8406562,8.27
Spean Bridge,56.8898718,-4.9216232,Stob Coire Gaibhre,56.8402326,-4.8525706,6.95
Spean Bridge,56.8898718,-4.9216232,Stob Coire Cath na Sine,56.8159886,-4.8647796,8.93
Spean Bridge,56.8898718,-4.9216232,Caisteal,56.8146856,-4.8742868,8.86
Spean Bridge,56.8898718,-4.9216232,Beinn na Socaich,56.8193356,-4.8913986,8.07
Spean Bridge,56.8898718,-4.9216232,Beinn Fhada NE Top,56.6445508,-4.9955568,27.69
Spean Bridge,56.8898718,-4.9216232,Beinn Fhada,56.6420357,-5.0027683,28.04
Spean Bridge,56.8898718,-4.9216232,Sron a' Choire,56.9552714,-4.5526950,23.62
Spean Bridge,56.8898718,-4.9216232,Puist Coire Ardair,56.9502300,-4.5713818,22.36
Cartsdyke,55.9422124,-4.7323622,Ben Lomond,56.1903623,-4.6332874,28.31
Bogston,55.9371847,-4.7122765,Ben Lomond,56.1903623,-4.6332874,28.62
Woodhall,55.9312843,-4.6557539,Ben Lomond,56.1903623,-4.6332874,28.88
Langbank,55.9245747,-4.5861277,Ben Lomond,56.1903623,-4.6332874,29.74
Greenock Central,55.9452099,-4.7518756,Ben Lomond,56.1903623,-4.6332874,28.28
Whinhill,55.9384654,-4.7466578,Ben Lomond,56.1903623,-4.6332874,28.92
Greenock West,55.9472002,-4.7677620,Ben Lomond,56.1903623,-4.6332874,28.34
Fort Matilda,55.9589194,-4.7952091,Ben Lomond,56.1903623,-4.6332874,27.67
Fort Matilda,55.9589194,-4.7952091,Beinn Narnain,56.2214527,-4.7893997,29.23
Ptarmigan Station,57.1240153,-3.6453886,Cairn Gorm,57.1167690,-3.6444857,0.81
Ptarmigan Station,57.1240153,-3.6453886,Braeriach,57.0781682,-3.7288293,7.19
Ptarmigan Station,57.1240153,-3.6453886,Stob Coire an t-Sneachda,57.1066883,-3.6590658,2.1
Ptarmigan Station,57.1240153,-3.6453886,Ben Macdui,57.0703889,-3.6691251,6.14
Ptarmigan Station,57.1240153,-3.6453886,Cairn Toul,57.0543880,-3.7107019,8.71
Ptarmigan Station,57.1240153,-3.6453886,Sgor an Lochain Uaine,57.0583426,-3.7257268,8.79
Ptarmigan Station,57.1240153,-3.6453886,Beinn a' Chaorainn,57.0933285,-3.5775874,5.34
Ptarmigan Station,57.1240153,-3.6453886,Beinn Bhreac,57.0546982,-3.5543720,9.49
Ptarmigan Station,57.1240153,-3.6453886,Càrn a' Mhàim,57.0368749,-3.6583870,9.74
Ptarmigan Station,57.1240153,-3.6453886,Beinn Mheadhoin,57.0959339,-3.6114760,3.74
Ptarmigan Station,57.1240153,-3.6453886,Derry Cairngorm,57.0627179,-3.6229171,6.96
Ptarmigan Station,57.1240153,-3.6453886,An Sgarsoch,56.9319217,-3.7544005,22.39
Ptarmigan Station,57.1240153,-3.6453886,Càrn an Rìgh,56.8766246,-3.5952650,27.72
Ptarmigan Station,57.1240153,-3.6453886,Beinn Iutharn Mhòr,56.8949697,-3.5682547,25.93
Ptarmigan Station,57.1240153,-3.6453886,Glas Tulaichean,56.8658240,-3.5582405,29.24
Ptarmigan Station,57.1240153,-3.6453886,Càrn Bhac,56.9304958,-3.5608388,22.15
Ptarmigan Station,57.1240153,-3.6453886,An Socach,56.9020207,-3.5125139,26.01
Ptarmigan Station,57.1240153,-3.6453886,Càrn a' Gheòidh,56.8731034,-3.4666941,29.98
Ptarmigan Station,57.1240153,-3.6453886,Càrn Aosda,56.8957638,-3.4232155,28.78
Ptarmigan Station,57.1240153,-3.6453886,Beinn a' Bhùird South Top,57.0698145,-3.4992586,10.72
Ptarmigan Station,57.1240153,-3.6453886,The Devil's Point,57.0357260,-3.6887134,10.18
Ptarmigan Station,57.1240153,-3.6453886,Monadh Mor,57.0268931,-3.7502575,12.55
Ptarmigan Station,57.1240153,-3.6453886,Beinn Bhrotain,57.0098569,-3.7237921,13.57
Ptarmigan Station,57.1240153,-3.6453886,Unnamed,57.0947944,-3.4441546,12.62
Ptarmigan Station,57.1240153,-3.6453886,Cnap a'Chléirich,57.0911401,-3.4746354,10.98
Ptarmigan Station,57.1240153,-3.6453886,Carn Ban Mor,57.0522721,-3.8255029,13.53
Ptarmigan Station,57.1240153,-3.6453886,Sgor Gaoith,57.0685891,-3.8109296,11.78
Ptarmigan Station,57.1240153,-3.6453886,Mullach Clach a'Bhlair,57.0119137,-3.8412449,17.23
Ptarmigan Station,57.1240153,-3.6453886,Bynack More,57.1378224,-3.5847763,3.98
Ptarmigan Station,57.1240153,-3.6453886,A'Choinneach,57.1236812,-3.6004925,2.72
Ptarmigan Station,57.1240153,-3.6453886,Càrn an Tuirc,56.9081726,-3.3576721,29.72
Ptarmigan Station,57.1240153,-3.6453886,Bynack Beg,57.1423091,-3.5941170,3.71
Ptarmigan Station,57.1240153,-3.6453886,Càrn an Fhidhleir,56.9358843,-3.8017043,23.0
Ptarmigan Station,57.1240153,-3.6453886,Tom Dubh,57.0365026,-3.7801558,12.72
Ptarmigan Station,57.1240153,-3.6453886,Carn Cloich-mhuilinn,56.9958284,-3.6993891,14.65
Ptarmigan Station,57.1240153,-3.6453886,Stob Coire Etchachan,57.0853601,-3.6107685,4.79
Ptarmigan Station,57.1240153,-3.6453886,Creagan a' Choire Etchachan,57.0767034,-3.6331408,5.32
Ptarmigan Station,57.1240153,-3.6453886,Màm nan Càrn,56.8841126,-3.5607830,27.21
Ptarmigan Station,57.1240153,-3.6453886,Unnamed,57.0760211,-3.6663127,5.49
Ptarmigan Station,57.1240153,-3.6453886,Unnamed,57.0944473,-3.4860254,10.2
Ptarmigan Station,57.1240153,-3.6453886,Beinn a' Chaorainn Bheag,57.0964569,-3.5571940,6.16
Ptarmigan Station,57.1240153,-3.6453886,Leabaidh an Daimh Bhuidhe,57.0993391,-3.4344285,13.07
Ptarmigan Station,57.1240153,-3.6453886,Diollaid Coire Eindart,57.0125145,-3.8050464,15.75
Ptarmigan Station,57.1240153,-3.6453886,Beinn Iutharn Bheag,56.8934835,-3.5360468,26.52
Ptarmigan Station,57.1240153,-3.6453886,Càrn an t-Sagairt Mòr,56.9441315,-3.3042184,28.82
Ptarmigan Station,57.1240153,-3.6453886,Càrn Bhinnein,56.8689878,-3.4922052,29.89
Ptarmigan Station,57.1240153,-3.6453886,Meall Coire na Saobhaidhe,56.9705731,-3.2473254,29.59
Ptarmigan Station,57.1240153,-3.6453886,Creag an Dail Mhòr,57.0667469,-3.4332921,14.35
Ptarmigan Station,57.1240153,-3.6453886,Càrn Eàs,57.0746665,-3.4463572,13.26
Ptarmigan Station,57.1240153,-3.6453886,Stob Bac an Fhurain,57.1129441,-3.4263586,13.33
Ptarmigan Station,57.1240153,-3.6453886,Stob an t-Sluichd,57.1070566,-3.4676625,10.93
Ptarmigan Station,57.1240153,-3.6453886,Meall Dubhag,57.0373994,-3.8465581,15.55
Ptarmigan Station,57.1240153,-3.6453886,West Meur Gorm Craig,57.1156973,-3.3993321,14.93
Ptarmigan Station,57.1240153,-3.6453886,Beinn Gharbh,56.8896851,-3.8850442,29.88
Ptarmigan Station,57.1240153,-3.6453886,The Stuic,56.9506928,-3.2742801,29.67
Ptarmigan Station,57.1240153,-3.6453886,Unnamed,57.0349635,-3.6539878,9.93
Ptarmigan Station,57.1240153,-3.6453886,Unnamed,57.0101765,-3.7092529,13.26
Ptarmigan Station,57.1240153,-3.6453886,Sgòran Dubh Mòr,57.0804444,-3.8080051,10.99
Ptarmigan Station,57.1240153,-3.6453886,Geal-charn,57.0901053,-3.8431912,12.57
Ptarmigan Station,57.1240153,-3.6453886,Meall Buidhe,57.0797932,-3.8305051,12.25
Ptarmigan Station,57.1240153,-3.6453886,Creag an Leth-choin,57.1094443,-3.7048752,3.95
Ptarmigan Station,57.1240153,-3.6453886,Beinn a' Bhùird North Top,57.0876067,-3.4994129,9.73
Ptarmigan Station,57.1240153,-3.6453886,East Meur Gorm Craig,57.1207963,-3.3902478,15.46
Ptarmigan Station,57.1240153,-3.6453886,Càrn an t-Sagairt Beag,56.9480873,-3.2898903,29.15
Ptarmigan Station,57.1240153,-3.6453886,Unnamed,57.0167673,-3.6965562,12.34
Ptarmigan Station,57.1240153,-3.6453886,Unnamed,57.0852507,-3.6740041,4.65
Ptarmigan Station,57.1240153,-3.6453886,Cairn Lochan,57.1027350,-3.6769143,3.04
Ptarmigan Station,57.1240153,-3.6453886,Carn Etchachan,57.0883032,-3.6466155,3.98
Ptarmigan Station,57.1240153,-3.6453886,Stacan Dubha,57.0940412,-3.6322260,3.43
Ptarmigan Station,57.1240153,-3.6453886,Beinn Mheadhoin SW Top,57.0917680,-3.6228061,3.84
Ptarmigan Station,57.1240153,-3.6453886,Cnap Leum an Easaich,57.1105907,-3.5122347,8.2
Ptarmigan Station,57.1240153,-3.6453886,Carn na Criche,57.0626469,-3.7514448,9.38
Ptarmigan Station,57.1240153,-3.6453886,Stob Coire an t-Saighdeir,57.0465897,-3.7112224,9.5
Ptarmigan Station,57.1240153,-3.6453886,Sron na Lairige,57.0860203,-3.7092591,5.73
Ptarmigan Station,57.1240153,-3.6453886,Unnamed,56.9076836,-3.4811427,26.08
Ptarmigan Station,57.1240153,-3.6453886,Carn Bhac SW Top,56.9261819,-3.5768816,22.42
Ptarmigan Station,57.1240153,-3.6453886,Cnap Coire na Spreidhe,57.1245136,-3.6320007,0.81
Ptarmigan Station,57.1240153,-3.6453886,Sgurr an Lochan Uaine,57.0726913,-3.6089653,6.13
Ptarmigan Station,57.1240153,-3.6453886,Sron A'Cha No,57.1342228,-3.6266880,1.6
Dunblane,56.1858372,-3.9657077,Ben Chonzie,56.4538846,-3.9920844,29.89
Dunblane,56.1858372,-3.9657077,Stùc a' Chroin,56.3292563,-4.2375474,23.21
Dunblane,56.1858372,-3.9657077,Ben Vorlich,56.3426698,-4.2194664,23.5
Dunblane,56.1858372,-3.9657077,Unnamed,56.3335418,-4.2364150,23.49
Gleneagles,56.2749283,-3.7309953,Ben Chonzie,56.4538846,-3.9920844,25.64
Base Station,57.1337091,-3.6700967,Cairn Gorm,57.1167690,-3.6444857,2.44
Base Station,57.1337091,-3.6700967,Braeriach,57.0781682,-3.7288293,7.14
Base Station,57.1337091,-3.6700967,Stob Coire an t-Sneachda,57.1066883,-3.6590658,3.08
Base Station,57.1337091,-3.6700967,Ben Macdui,57.0703889,-3.6691251,7.05
Base Station,57.1337091,-3.6700967,Cairn Toul,57.0543880,-3.7107019,9.17
Base Station,57.1337091,-3.6700967,Sgor an Lochain Uaine,57.0583426,-3.7257268,9.05
Base Station,57.1337091,-3.6700967,Beinn a' Chaorainn,57.0933285,-3.5775874,7.19
Base Station,57.1337091,-3.6700967,Beinn Bhreac,57.0546982,-3.5543720,11.25
Base Station,57.1337091,-3.6700967,Càrn a' Mhàim,57.0368749,-3.6583870,10.81
Base Station,57.1337091,-3.6700967,Beinn Mheadhoin,57.0959339,-3.6114760,5.51
Base Station,57.1337091,-3.6700967,Derry Cairngorm,57.0627179,-3.6229171,8.41
Base Station,57.1337091,-3.6700967,An Sgarsoch,56.9319217,-3.7544005,23.05
Base Station,57.1337091,-3.6700967,Càrn an Rìgh,56.8766246,-3.5952650,28.99
Base Station,57.1337091,-3.6700967,Beinn Iutharn Mhòr,56.8949697,-3.5682547,27.3
Base Station,57.1337091,-3.6700967,Càrn Bhac,56.9304958,-3.5608388,23.58
Base Station,57.1337091,-3.6700967,An Socach,56.9020207,-3.5125139,27.52
Base Station,57.1337091,-3.6700967,Beinn a' Bhùird South Top,57.0698145,-3.4992586,12.56
Base Station,57.1337091,-3.6700967,The Devil's Point,57.0357260,-3.6887134,10.97
Base Station,57.1337091,-3.6700967,Monadh Mor,57.0268931,-3.7502575,12.85
Base Station,57.1337091,-3.6700967,Beinn Bhrotain,57.0098569,-3.7237921,14.17
Base Station,57.1337091,-3.6700967,Unnamed,57.0947944,-3.4441546,14.36
Base Station,57.1337091,-3.6700967,Cnap a'Chléirich,57.0911401,-3.4746354,12.76
Base Station,57.1337091,-3.6700967,Carn Ban Mor,57.0522721,-3.8255029,13.08
Base Station,57.1337091,-3.6700967,Sgor Gaoith,57.0685891,-3.8109296,11.2
Base Station,57.1337091,-3.6700967,Mullach Clach a'Bhlair,57.0119137,-3.8412449,17.08
Base Station,57.1337091,-3.6700967,Bynack More,57.1378224,-3.5847763,5.19
Base Station,57.1337091,-3.6700967,A'Choinneach,57.1236812,-3.6004925,4.36
Base Station,57.1337091,-3.6700967,Bynack Beg,57.1423091,-3.5941170,4.7
Base Station,57.1337091,-3.6700967,Càrn an Fhidhleir,56.9358843,-3.8017043,23.43
Base Station,57.1337091,-3.6700967,Tom Dubh,57.0365026,-3.7801558,12.72
Base Station,57.1337091,-3.6700967,Carn Cloich-mhuilinn,56.9958284,-3.6993891,15.46
Base Station,57.1337091,-3.6700967,Stob Coire Etchachan,57.0853601,-3.6107685,6.47
Base Station,57.1337091,-3.6700967,Creagan a' Choire Etchachan,57.0767034,-3.6331408,6.73
Base Station,57.1337091,-3.6700967,Màm nan Càrn,56.8841126,-3.5607830,28.58
Base Station,57.1337091,-3.6700967,Unnamed,57.0760211,-3.6663127,6.43
Base Station,57.1337091,-3.6700967,Unnamed,57.0944473,-3.4860254,11.98
Base Station,57.1337091,-3.6700967,Beinn a' Chaorainn Bheag,57.0964569,-3.5571940,8.0
Base Station,57.1337091,-3.6700967,Leabaidh an Daimh Bhuidhe,57.0993391,-3.4344285,14.78
Base Station,57.1337091,-3.6700967,Diollaid Coire Eindart,57.0125145,-3.8050464,15.78
Base Station,57.1337091,-3.6700967,Beinn Iutharn Bheag,56.8934835,-3.5360468,27.96
Base Station,57.1337091,-3.6700967,Creag an Dail Mhòr,57.0667469,-3.4332921,16.17
Base Station,57.1337091,-3.6700967,Càrn Eàs,57.0746665,-3.4463572,15.07
Base Station,57.1337091,-3.6700967,Stob Bac an Fhurain,57.1129441,-3.4263586,14.94
Base Station,57.1337091,-3.6700967,Stob an t-Sluichd,57.1070566,-3.4676625,12.62
Base Station,57.1337091,-3.6700967,Meall Dubhag,57.0373994,-3.8465581,15.15
Base Station,57.1337091,-3.6700967,West Meur Gorm Craig,57.1156973,-3.3993321,16.52
Base Station,57.1337091,-3.6700967,Unnamed,57.0349635,-3.6539878,11.04
Base Station,57.1337091,-3.6700967,Unnamed,57.0101765,-3.7092529,13.96
Base Station,57.1337091,-3.6700967,Sgòran Dubh Mòr,57.0804444,-3.8080051,10.25
Base Station,57.1337091,-3.6700967,Geal-charn,57.0901053,-3.8431912,11.56
Base Station,57.1337091,-3.6700967,Meall Buidhe,57.0797932,-3.8305051,11.43
Base Station,57.1337091,-3.6700967,Creag an Leth-choin,57.1094443,-3.7048752,3.43
Base Station,57.1337091,-3.6700967,Beinn a' Bhùird North Top,57.0876067,-3.4994129,11.55
Base Station,57.1337091,-3.6700967,East Meur Gorm Craig,57.1207963,-3.3902478,17.01
Base Station,57.1337091,-3.6700967,Unnamed,57.0167673,-3.6965562,13.12
Base Station,57.1337091,-3.6700967,Unnamed,57.0852507,-3.6740041,5.4
Base Station,57.1337091,-3.6700967,Cairn Lochan,57.1027350,-3.6769143,3.47
Base Station,57.1337091,-3.6700967,Carn Etchachan,57.0883032,-3.6466155,5.25
Base Station,57.1337091,-3.6700967,Stacan Dubha,57.0940412,-3.6322260,4.98
Base Station,57.1337091,-3.6700967,Beinn Mheadhoin SW Top,57.0917680,-3.6228061,5.48
Base Station,57.1337091,-3.6700967,Cnap Leum an Easaich,57.1105907,-3.5122347,9.9
Base Station,57.1337091,-3.6700967,Carn na Criche,57.0626469,-3.7514448,9.32
Base Station,57.1337091,-3.6700967,Stob Coire an t-Saighdeir,57.0465897,-3.7112224,10.02
Base Station,57.1337091,-3.6700967,Sron na Lairige,57.0860203,-3.7092591,5.82
Base Station,57.1337091,-3.6700967,Unnamed,56.9076836,-3.4811427,27.66
Base Station,57.1337091,-3.6700967,Carn Bhac SW Top,56.9261819,-3.5768816,23.79
Base Station,57.1337091,-3.6700967,Cnap Coire na Spreidhe,57.1245136,-3.6320007,2.52
Base Station,57.1337091,-3.6700967,Sgurr an Lochan Uaine,57.0726913,-3.6089653,7.74
Base Station,57.1337091,-3.6700967,Sron A'Cha No,57.1342228,-3.6266880,2.63
Sheiling / Middle,57.1276775,-3.6609169,Cairn Gorm,57.1167690,-3.6444857,1.57
Sheiling / Middle,57.1276775,-3.6609169,Braeriach,57.0781682,-3.7288293,6.88
Sheiling / Middle,57.1276775,-3.6609169,Stob Coire an t-Sneachda,57.1066883,-3.6590658,2.34
Sheiling / Middle,57.1276775,-3.6609169,Ben Macdui,57.0703889,-3.6691251,6.4
Sheiling / Middle,57.1276775,-3.6609169,Cairn Toul,57.0543880,-3.7107019,8.7
Sheiling / Middle,57.1276775,-3.6609169,Sgor an Lochain Uaine,57.0583426,-3.7257268,8.66
Sheiling / Middle,57.1276775,-3.6609169,Beinn a' Chaorainn,57.0933285,-3.5775874,6.33
Sheiling / Middle,57.1276775,-3.6609169,Beinn Bhreac,57.0546982,-3.5543720,10.38
Sheiling / Middle,57.1276775,-3.6609169,Càrn a' Mhàim,57.0368749,-3.6583870,10.11
Sheiling / Middle,57.1276775,-3.6609169,Beinn Mheadhoin,57.0959339,-3.6114760,4.63
Sheiling / Middle,57.1276775,-3.6609169,Derry Cairngorm,57.0627179,-3.6229171,7.59
Sheiling / Middle,57.1276775,-3.6609169,An Sgarsoch,56.9319217,-3.7544005,22.53
Sheiling / Middle,57.1276775,-3.6609169,Càrn an Rìgh,56.8766246,-3.5952650,28.24
Sheiling / Middle,57.1276775,-3.6609169,Beinn Iutharn Mhòr,56.8949697,-3.5682547,26.52
Sheiling / Middle,57.1276775,-3.6609169,Glas Tulaichean,56.8658240,-3.5582405,29.82
Sheiling / Middle,57.1276775,-3.6609169,Càrn Bhac,56.9304958,-3.5608388,22.78
Sheiling / Middle,57.1276775,-3.6609169,An Socach,56.9020207,-3.5125139,26.7
Sheiling / Middle,57.1276775,-3.6609169,Càrn Aosda,56.8957638,-3.4232155,29.59
Sheiling / Middle,57.1276775,-3.6609169,Beinn a' Bhùird South Top,57.0698145,-3.4992586,11.73
Sheiling / Middle,57.1276775,-3.6609169,The Devil's Point,57.0357260,-3.6887134,10.38
Sheiling / Middle,57.1276775,-3.6609169,Monadh Mor,57.0268931,-3.7502575,12.46
Sheiling / Middle,57.1276775,-3.6609169,Beinn Bhrotain,57.0098569,-3.7237921,13.66
Sheiling / Middle,57.1276775,-3.6609169,Unnamed,57.0947944,-3.4441546,13.63
Sheiling / Middle,57.1276775,-3.6609169,Cnap a'Chléirich,57.0911401,-3.4746354,12.0
Sheiling / Middle,57.1276775,-3.6609169,Carn Ban Mor,57.0522721,-3.8255029,13.04
Sheiling / Middle,57.1276775,-3.6609169,Sgor Gaoith,57.0685891,-3.8109296,11.22
Sheiling / Middle,57.1276775,-3.6609169,Mullach Clach a'Bhlair,57.0119137,-3.8412449,16.91
Sheiling / Middle,57.1276775,-3.6609169,Bynack More,57.1378224,-3.5847763,4.75
Sheiling / Middle,57.1276775,-3.6609169,A'Choinneach,57.1236812,-3.6004925,3.69
Sheiling / Middle,57.1276775,-3.6609169,Bynack Beg,57.1423091,-3.5941170,4.36
Sheiling / Middle,57.1276775,-3.6609169,Càrn an Fhidhleir,56.9358843,-3.8017043,23.01
Sheiling / Middle,57.1276775,-3.6609169,Tom Dubh,57.0365026,-3.7801558,12.46
Sheiling / Middle,57.1276775,-3.6609169,Carn Cloich-mhuilinn,56.9958284,-3.6993891,14.87
Sheiling / Middle,57.1276775,-3.6609169,Stob Coire Etchachan,57.0853601,-3.6107685,5.61
Sheiling / Middle,57.1276775,-3.6609169,Creagan a' Choire Etchachan,57.0767034,-3.6331408,5.92
Sheiling / Middle,57.1276775,-3.6609169,Màm nan Càrn,56.8841126,-3.5607830,27.8
Sheiling / Middle,57.1276775,-3.6609169,Unnamed,57.0760211,-3.6663127,5.76
Sheiling / Middle,57.1276775,-3.6609169,Unnamed,57.0944473,-3.4860254,11.22
Sheiling / Middle,57.1276775,-3.6609169,Beinn a' Chaorainn Bheag,57.0964569,-3.5571940,7.18
Sheiling / Middle,57.1276775,-3.6609169,Leabaidh an Daimh Bhuidhe,57.0993391,-3.4344285,14.08
Sheiling / Middle,57.1276775,-3.6609169,Diollaid Coire Eindart,57.0125145,-3.8050464,15.52
Sheiling / Middle,57.1276775,-3.6609169,Beinn Iutharn Bheag,56.8934835,-3.5360468,27.16
Sheiling / Middle,57.1276775,-3.6609169,Càrn an t-Sagairt Mòr,56.9441315,-3.3042184,29.78
Sheiling / Middle,57.1276775,-3.6609169,Creag an Dail Mhòr,57.0667469,-3.4332921,15.38
Sheiling / Middle,57.1276775,-3.6609169,Càrn Eàs,57.0746665,-3.4463572,14.28
Sheiling / Middle,57.1276775,-3.6609169,Stob Bac an Fhurain,57.1129441,-3.4263586,14.3
Sheiling / Middle,57.1276775,-3.6609169,Stob an t-Sluichd,57.1070566,-3.4676625,11.93
Sheiling / Middle,57.1276775,-3.6609169,Meall Dubhag,57.0373994,-3.8465581,15.09
Sheiling / Middle,57.1276775,-3.6609169,West Meur Gorm Craig,57.1156973,-3.3993321,15.9
Sheiling / Middle,57.1276775,-3.6609169,Beinn Gharbh,56.8896851,-3.8850442,29.8
Sheiling / Middle,57.1276775,-3.6609169,Unnamed,57.0349635,-3.6539878,10.33
Sheiling / Middle,57.1276775,-3.6609169,Unnamed,57.0101765,-3.7092529,13.41
Sheiling / Middle,57.1276775,-3.6609169,Sgòran Dubh Mòr,57.0804444,-3.8080051,10.35
Sheiling / Middle,57.1276775,-3.6609169,Geal-charn,57.0901053,-3.8431912,11.81
Sheiling / Middle,57.1276775,-3.6609169,Meall Buidhe,57.0797932,-3.8305051,11.58
Sheiling / Middle,57.1276775,-3.6609169,Creag an Leth-choin,57.1094443,-3.7048752,3.35
Sheiling / Middle,57.1276775,-3.6609169,Beinn a' Bhùird North Top,57.0876067,-3.4994129,10.76
Sheiling / Middle,57.1276775,-3.6609169,East Meur Gorm Craig,57.1207963,-3.3902478,16.41
Sheiling / Middle,57.1276775,-3.6609169,Unnamed,57.0167673,-3.6965562,12.54
Sheiling / Middle,57.1276775,-3.6609169,Unnamed,57.0852507,-3.6740041,4.79
Sheiling / Middle,57.1276775,-3.6609169,Cairn Lochan,57.1027350,-3.6769143,2.94
Sheiling / Middle,57.1276775,-3.6609169,Carn Etchachan,57.0883032,-3.6466155,4.47
Sheiling / Middle,57.1276775,-3.6609169,Stacan Dubha,57.0940412,-3.6322260,4.13
Sheiling / Middle,57.1276775,-3.6609169,Beinn Mheadhoin SW Top,57.0917680,-3.6228061,4.62
Sheiling / Middle,57.1276775,-3.6609169,Cnap Leum an Easaich,57.1105907,-3.5122347,9.21
Sheiling / Middle,57.1276775,-3.6609169,Carn na Criche,57.0626469,-3.7514448,9.09
Sheiling / Middle,57.1276775,-3.6609169,Stob Coire an t-Saighdeir,57.0465897,-3.7112224,9.53
Sheiling / Middle,57.1276775,-3.6609169,Sron na Lairige,57.0860203,-3.7092591,5.49
Sheiling / Middle,57.1276775,-3.6609169,Unnamed,56.9076836,-3.4811427,26.82
Sheiling / Middle,57.1276775,-3.6609169,Carn Bhac SW Top,56.9261819,-3.5768816,23.01
Sheiling / Middle,57.1276775,-3.6609169,Cnap Coire na Spreidhe,57.1245136,-3.6320007,1.79
Sheiling / Middle,57.1276775,-3.6609169,Sgurr an Lochan Uaine,57.0726913,-3.6089653,6.89
Sheiling / Middle,57.1276775,-3.6609169,Sron A'Cha No,57.1342228,-3.6266880,2.2
Drumfrochar,55.9411705,-4.7721639,Ben Lomond,56.1903623,-4.6332874,29.06
Gourock,55.9616159,-4.8156676,Ben Lomond,56.1903623,-4.6332874,27.89
Gourock,55.9616159,-4.8156676,Beinn Narnain,56.2214527,-4.7893997,28.98
Conon Bridge,57.5616288,-4.4403838,Ben Wyvis - Glas Leathad Mòr,57.6789840,-4.5792334,15.48
Conon Bridge,57.5616288,-4.4403838,An Cabar,57.6624033,-4.5987200,14.68
Conon Bridge,57.5616288,-4.4403838,An t-Socach,57.6774727,-4.5662804,14.93
Conon Bridge,57.5616288,-4.4403838,Tom a' Chòinnich,57.6935882,-4.5794520,16.88
Conon Bridge,57.5616288,-4.4403838,Càrn nan Gobhar,57.4523118,-4.8799515,29.03
Conon Bridge,57.5616288,-4.4403838,Glas Leathad Beag,57.7005376,-4.5316287,16.4
Conon Bridge,57.5616288,-4.4403838,Sgurr na Ruaidhe,57.4415491,-4.8524614,28.09
Conon Bridge,57.5616288,-4.4403838,Fiaclach,57.7044172,-4.5251179,16.69
Conon Bridge,57.5616288,-4.4403838,Meall nam Bradan Leathan,57.7044504,-4.5246087,16.68
Dalmally,56.4009781,-4.9825597,Ben More,56.3860093,-4.5400634,27.38
Dalmally,56.4009781,-4.9825597,Stob Dearg,56.6468537,-4.8987627,27.86
Dalmally,56.4009781,-4.9825597,Ben Lui,56.3969764,-4.8105690,10.63
Dalmally,56.4009781,-4.9825597,Beinn a' Chleibh,56.3902442,-4.8356421,9.15
Dalmally,56.4009781,-4.9825597,Beinn Eunaich,56.4501173,-5.0264833,6.11
Dalmally,56.4009781,-4.9825597,Beinn Dorain,56.5028441,-4.7221593,19.66
Dalmally,56.4009781,-4.9825597,Beinn an Dothaidh,56.5301376,-4.7139896,21.93
Dalmally,56.4009781,-4.9825597,Stob Dubh,56.6383410,-4.9706851,26.44
Dalmally,56.4009781,-4.9825597,Stob Coire Raineach,56.6499286,-4.9516080,27.79
Dalmally,56.4009781,-4.9825597,Beinn Fhionnlaidh,56.6010358,-5.1048871,23.52
Dalmally,56.4009781,-4.9825597,Sgùrr na h-Ulaidh,56.6197971,-5.0800660,25.09
Dalmally,56.4009781,-4.9825597,Beinn Sgulaird,56.5663690,-5.1707061,21.76
